camNum	frameNum	sysClock	buffer
0	2234	74582	1
1	2236	74603	1
0	2235	74615	1
1	2237	74635	1
0	2236	74649	1
1	2238	74667	1
0	2237	74682	1
1	2239	74699	1
0	2238	74715	1
1	2240	74747	1
0	2239	74749	1
1	2241	74779	1
0	2240	74782	1
1	2242	74811	1
0	2241	74815	1
1	2243	74843	1
0	2242	74849	1
1	2244	74875	1
0	2243	74882	1
1	2245	74907	1
0	2244	74915	1
1	2246	74939	1
0	2245	74949	1
1	2247	74971	1
0	2246	74982	1
1	2248	75003	1
0	2247	75016	1
1	2249	75035	1
0	2248	75049	1
1	2250	75067	1
0	2249	75082	1
1	2251	75099	1
0	2250	75116	1
1	2252	75147	1
0	2251	75149	1
1	2253	75179	1
0	2252	75182	1
1	2254	75211	1
0	2253	75216	1
1	2255	75243	1
0	2254	75249	1
1	2256	75275	1
0	2255	75282	1
1	2257	75307	1
0	2256	75316	1
1	2258	75339	1
0	2257	75349	1
1	2259	75371	1
0	2258	75385	1
1	2260	75403	1
0	2259	75416	1
1	2261	75435	1
0	2260	75449	1
1	2262	75467	1
0	2261	75482	1
1	2263	75499	1
0	2262	75516	1
1	2264	75547	1
0	2263	75549	1
1	2265	75579	1
0	2264	75582	1
1	2266	75611	1
0	2265	75616	1
1	2267	75643	1
0	2266	75649	1
1	2268	75675	1
0	2267	75683	1
1	2269	75707	1
0	2268	75716	1
1	2270	75739	1
0	2269	75749	1
1	2271	75771	1
0	2270	75783	1
1	2272	75803	1
0	2271	75816	1
1	2273	75835	1
0	2272	75849	1
1	2274	75867	1
0	2273	75883	1
1	2275	75899	1
0	2274	75916	1
1	2276	75947	1
0	2275	75949	1
1	2277	75979	1
0	2276	75983	1
1	2278	76011	1
0	2277	76016	1
1	2279	76043	1
0	2278	76050	1
1	2280	76075	1
0	2279	76083	1
1	2281	76108	1
0	2280	76116	1
1	2282	76139	1
0	2281	76149	1
1	2283	76171	1
0	2282	76183	1
1	2284	76203	1
0	2283	76216	1
1	2285	76235	1
0	2284	76250	1
1	2286	76267	1
0	2285	76283	1
1	2287	76299	1
0	2286	76316	1
1	2288	76347	1
0	2287	76350	1
1	2289	76379	1
0	2288	76383	1
1	2290	76411	1
0	2289	76416	1
1	2291	76443	1
0	2290	76450	1
1	2292	76475	1
0	2291	76483	1
1	2293	76507	1
0	2292	76516	1
1	2294	76539	1
0	2293	76550	1
1	2295	76571	1
0	2294	76583	1
1	2296	76603	1
0	2295	76616	1
1	2297	76635	1
0	2296	76650	1
1	2298	76667	1
0	2297	76683	1
1	2299	76699	1
0	2298	76717	1
1	2300	76747	1
0	2299	76750	1
1	2301	76780	1
0	2300	76783	1
1	2302	76811	1
0	2301	76817	1
1	2303	76843	1
0	2302	76850	1
1	2304	76875	1
0	2303	76883	1
1	2305	76907	1
0	2304	76917	1
1	2306	76939	1
0	2305	76950	1
1	2307	76971	1
0	2306	76983	1
1	2308	77003	1
0	2307	77017	1
1	2309	77035	1
0	2308	77050	1
1	2310	77067	1
0	2309	77083	1
1	2311	77099	1
0	2310	77117	1
1	2312	77147	1
0	2311	77150	1
1	2313	77179	1
0	2312	77183	1
1	2314	77211	1
0	2313	77217	1
1	2315	77243	1
0	2314	77250	1
1	2316	77275	1
0	2315	77284	1
1	2317	77307	1
0	2316	77317	1
1	2318	77339	1
0	2317	77350	1
1	2319	77371	1
0	2318	77384	1
1	2320	77403	1
0	2319	77417	1
1	2321	77435	1
0	2320	77450	1
1	2322	77467	1
0	2321	77484	1
1	2323	77515	1
0	2322	77517	1
1	2324	77547	1
0	2323	77550	1
1	2325	77579	1
0	2324	77584	1
1	2326	77611	1
0	2325	77617	1
1	2327	77643	1
0	2326	77650	1
1	2328	77675	1
0	2327	77684	1
1	2329	77707	1
0	2328	77717	1
1	2330	77739	1
0	2329	77750	1
1	2331	77771	1
0	2330	77784	1
1	2332	77803	1
0	2331	77817	1
1	2333	77835	1
0	2332	77851	1
1	2334	77867	1
0	2333	77884	1
1	2335	77915	1
0	2334	77917	1
1	2336	77947	1
0	2335	77951	1
1	2337	77979	1
0	2336	77984	1
1	2338	78011	1
0	2337	78017	1
1	2339	78043	1
0	2338	78051	1
1	2340	78075	1
0	2339	78084	1
1	2341	78107	1
0	2340	78117	1
1	2342	78139	1
0	2341	78151	1
1	2343	78171	1
0	2342	78184	1
1	2344	78203	1
0	2343	78217	1
1	2345	78235	1
0	2344	78251	1
1	2346	78267	1
0	2345	78284	1
1	2347	78315	1
0	2346	78318	1
1	2348	78347	1
0	2347	78351	1
1	2349	78379	1
0	2348	78384	1
1	2350	78411	1
0	2349	78421	1
1	2351	78443	1
0	2350	78451	1
1	2352	78475	1
0	2351	78484	1
1	2353	78507	1
0	2352	78518	1
1	2354	78539	1
0	2353	78551	1
1	2355	78571	1
0	2354	78584	1
1	2356	78603	1
0	2355	78618	1
1	2357	78635	1
0	2356	78651	1
1	2358	78667	1
0	2357	78684	1
1	2359	78715	1
0	2358	78718	1
1	2360	78747	1
0	2359	78751	1
1	2361	78779	1
0	2360	78784	1
1	2362	78811	1
0	2361	78818	1
1	2363	78843	1
0	2362	78851	1
1	2364	78875	1
0	2363	78884	1
1	2365	78907	1
0	2364	78918	1
1	2366	78939	1
0	2365	78951	1
1	2367	78971	1
0	2366	78984	1
1	2368	79003	1
0	2367	79018	1
1	2369	79035	1
0	2368	79051	1
1	2370	79067	1
0	2369	79084	1
1	2371	79115	1
0	2370	79118	1
1	2372	79147	1
0	2371	79151	1
1	2373	79179	1
0	2372	79185	1
1	2374	79211	1
0	2373	79218	1
1	2375	79243	1
0	2374	79251	1
1	2376	79275	1
0	2375	79285	1
1	2377	79307	1
0	2376	79318	1
1	2378	79339	1
0	2377	79351	1
1	2379	79371	1
0	2378	79385	1
1	2380	79403	1
0	2379	79418	1
1	2381	79435	1
0	2380	79451	1
1	2382	79467	1
0	2381	79485	1
1	2383	79515	1
0	2382	79518	1
1	2384	79547	1
0	2383	79552	1
1	2385	79579	1
0	2384	79585	1
1	2386	79611	1
0	2385	79618	1
1	2387	79643	1
0	2386	79652	1
1	2388	79675	1
0	2387	79685	1
1	2389	79707	1
0	2388	79718	1
1	2390	79739	1
0	2389	79752	1
1	2391	79771	1
0	2390	79785	1
1	2392	79803	1
0	2391	79818	1
1	2393	79835	1
0	2392	79852	1
1	2394	79867	1
0	2393	79885	1
1	2395	79915	1
0	2394	79918	1
1	2396	79947	1
0	2395	79952	1
1	2397	79979	1
0	2396	79985	1
1	2398	80011	1
0	2397	80018	1
1	2399	80043	1
0	2398	80052	1
1	2400	80075	1
0	2399	80085	1
1	2401	80107	1
0	2400	80118	1
1	2402	80139	1
0	2401	80152	1
1	2403	80171	1
0	2402	80185	1
1	2404	80203	1
0	2403	80218	1
1	2405	80235	1
0	2404	80252	1
1	2406	80267	1
0	2405	80285	1
1	2407	80315	1
0	2406	80319	1
1	2408	80347	1
0	2407	80352	1
1	2409	80379	1
0	2408	80385	1
1	2410	80411	1
0	2409	80419	1
1	2411	80443	1
0	2410	80452	1
1	2412	80475	1
0	2411	80485	1
1	2413	80507	1
0	2412	80519	1
1	2414	80539	1
0	2413	80552	1
1	2415	80571	1
0	2414	80585	1
1	2416	80603	1
0	2415	80619	1
1	2417	80635	1
0	2416	80654	1
1	2418	80668	1
0	2417	80685	1
1	2419	80715	1
0	2418	80719	1
1	2420	80747	1
0	2419	80752	1
1	2421	80779	1
0	2420	80785	1
1	2422	80811	1
0	2421	80819	1
1	2423	80843	1
0	2422	80852	1
1	2424	80875	1
0	2423	80886	1
1	2425	80907	1
0	2424	80919	1
1	2426	80939	1
0	2425	80952	1
1	2427	80971	1
0	2426	80986	1
1	2428	81003	1
0	2427	81019	1
1	2429	81035	1
0	2428	81052	1
1	2430	81067	1
0	2429	81086	1
1	2431	81115	1
0	2430	81119	1
1	2432	81147	1
0	2431	81152	1
1	2433	81179	1
0	2432	81186	1
1	2434	81211	1
0	2433	81219	1
1	2435	81244	1
0	2434	81252	1
1	2436	81275	1
0	2435	81286	1
1	2437	81307	1
0	2436	81319	1
1	2438	81339	1
0	2437	81353	1
1	2439	81371	1
0	2438	81386	1
1	2440	81403	1
0	2439	81419	1
1	2441	81435	1
0	2440	81453	1
1	2442	81483	1
0	2441	81486	1
1	2443	81515	1
0	2442	81519	1
1	2444	81547	1
0	2443	81553	1
1	2445	81579	1
0	2444	81586	1
1	2446	81611	1
0	2445	81619	1
1	2447	81643	1
0	2446	81653	1
1	2448	81675	1
0	2447	81686	1
1	2449	81707	1
0	2448	81719	1
1	2450	81739	1
0	2449	81753	1
1	2451	81771	1
0	2450	81786	1
1	2452	81803	1
0	2451	81819	1
1	2453	81835	1
0	2452	81853	1
1	2454	81883	1
0	2453	81886	1
1	2455	81915	1
0	2454	81919	1
1	2456	81949	1
0	2455	81954	1
1	2457	81979	1
0	2456	81986	1
1	2458	82011	1
0	2457	82020	1
1	2459	82043	1
0	2458	82053	1
1	2460	82075	1
0	2459	82086	1
1	2461	82107	1
0	2460	82120	1
1	2462	82139	1
0	2461	82153	1
1	2463	82171	1
0	2462	82186	1
1	2464	82203	1
0	2463	82220	1
1	2465	82235	1
0	2464	82253	1
1	2466	82283	1
0	2465	82286	1
1	2467	82315	1
0	2466	82320	1
1	2468	82347	1
0	2467	82353	1
1	2469	82379	1
0	2468	82386	1
1	2470	82411	1
0	2469	82420	1
1	2471	82443	1
0	2470	82453	1
1	2472	82475	1
0	2471	82486	1
1	2473	82507	1
0	2472	82520	1
1	2474	82539	1
0	2473	82553	4
1	2475	82571	2
0	2474	82586	3
1	2476	82711	2
0	2475	82620	3
1	2477	82712	1
0	2476	82653	2
0	2477	82688	1
1	2478	82718	1
0	2478	82723	1
1	2479	82747	1
0	2479	82753	1
1	2480	82779	1
0	2480	82787	1
1	2481	82811	1
0	2481	82820	1
1	2482	82843	1
0	2482	82853	1
1	2483	82875	1
0	2483	82887	1
1	2484	82907	1
0	2484	82920	1
1	2485	82939	1
0	2485	82954	1
1	2486	82971	1
0	2486	82987	1
1	2487	83003	1
0	2487	83020	1
1	2488	83035	1
0	2488	83053	1
1	2489	83083	1
0	2489	83087	1
1	2490	83115	1
0	2490	83120	1
1	2491	83147	1
0	2491	83153	1
1	2492	83179	1
0	2492	83187	1
1	2493	83211	1
0	2493	83220	1
1	2494	83243	1
0	2494	83254	1
1	2495	83275	1
0	2495	83287	1
1	2496	83307	1
0	2496	83320	1
1	2497	83339	1
0	2497	83354	1
1	2498	83371	1
0	2498	83387	1
1	2499	83403	1
0	2499	83420	1
1	2500	83435	1
0	2500	83454	1
1	2501	83483	1
0	2501	83487	1
1	2502	83515	1
0	2502	83520	1
1	2503	83547	1
0	2503	83554	1
1	2504	83579	1
0	2504	83587	1
1	2505	83611	1
0	2505	83620	1
1	2506	83643	1
0	2506	83654	1
1	2507	83675	1
0	2507	83687	1
1	2508	83707	1
0	2508	83720	1
1	2509	83739	1
0	2509	83754	1
1	2510	83771	1
0	2510	83787	1
1	2511	83803	1
0	2511	83821	1
1	2512	83835	1
0	2512	83854	1
1	2513	83883	1
0	2513	83887	3
1	2514	83916	2
0	2514	83921	2
1	2515	84006	2
0	2515	83957	1
1	2516	84006	1
0	2516	83994	1
1	2517	84013	1
0	2517	84022	1
1	2518	84044	1
0	2518	84054	1
1	2519	84075	1
0	2519	84087	1
1	2520	84107	1
0	2520	84121	1
1	2521	84139	1
0	2521	84154	1
1	2522	84171	1
0	2522	84187	1
1	2523	84203	1
0	2523	84221	1
1	2524	84235	1
0	2524	84254	1
1	2525	84283	1
0	2525	84287	1
1	2526	84315	1
0	2526	84321	1
1	2527	84347	1
0	2527	84354	1
1	2528	84379	1
0	2528	84388	1
1	2529	84411	1
0	2529	84421	1
1	2530	84443	1
0	2530	84454	1
1	2531	84475	1
0	2531	84488	1
1	2532	84507	1
0	2532	84521	1
1	2533	84539	1
0	2533	84554	1
1	2534	84571	1
0	2534	84588	1
1	2535	84604	1
0	2535	84621	1
1	2536	84635	1
0	2536	84654	1
1	2537	84683	1
0	2537	84688	1
1	2538	84715	1
0	2538	84721	1
1	2539	84747	1
0	2539	84754	1
1	2540	84779	1
0	2540	84788	1
1	2541	84811	1
0	2541	84821	1
1	2542	84843	1
0	2542	84855	1
1	2543	84875	1
0	2543	84888	1
1	2544	84907	1
0	2544	84921	1
1	2545	84939	1
0	2545	84955	1
1	2546	84971	1
0	2546	84988	1
1	2547	85003	1
0	2547	85021	1
1	2548	85035	1
0	2548	85055	1
1	2549	85083	1
0	2549	85088	1
1	2550	85116	1
0	2550	85122	1
1	2551	85147	1
0	2551	85155	1
1	2552	85180	1
0	2552	85188	1
1	2553	85211	1
0	2553	85221	1
1	2554	85243	1
0	2554	85255	1
1	2555	85275	1
0	2555	85288	1
1	2556	85307	1
0	2556	85321	1
1	2557	85339	1
0	2557	85355	1
1	2558	85371	1
0	2558	85388	1
1	2559	85405	1
0	2559	85422	1
1	2560	85451	1
0	2560	85455	1
1	2561	85483	1
0	2561	85488	1
1	2562	85516	1
0	2562	85522	1
1	2563	85547	1
0	2563	85555	1
1	2564	85579	1
0	2564	85588	1
1	2565	85611	1
0	2565	85625	1
1	2566	85643	1
0	2566	85655	1
1	2567	85675	1
0	2567	85688	1
1	2568	85707	1
0	2568	85722	1
1	2569	85739	1
0	2569	85755	1
1	2570	85771	1
0	2570	85788	1
1	2571	85803	1
0	2571	85822	1
1	2572	85851	1
0	2572	85859	1
1	2573	85884	1
0	2573	85889	1
1	2574	85915	1
0	2574	85922	1
1	2575	85947	1
0	2575	85955	1
1	2576	85979	1
0	2576	85988	1
1	2577	86011	1
0	2577	86022	1
1	2578	86043	1
0	2578	86055	1
1	2579	86075	1
0	2579	86088	1
1	2580	86107	1
0	2580	86122	1
1	2581	86139	1
0	2581	86155	1
1	2582	86171	1
0	2582	86189	1
1	2583	86203	1
0	2583	86222	1
1	2584	86251	1
0	2584	86255	1
1	2585	86283	1
0	2585	86289	1
1	2586	86315	1
0	2586	86322	1
1	2587	86347	1
0	2587	86355	1
1	2588	86379	1
0	2588	86389	1
1	2589	86411	1
0	2589	86422	1
1	2590	86443	1
0	2590	86455	1
1	2591	86475	1
0	2591	86489	1
1	2592	86507	1
0	2592	86522	1
1	2593	86539	1
0	2593	86556	1
1	2594	86571	1
0	2594	86589	1
1	2595	86603	1
0	2595	86622	1
1	2596	86651	1
0	2596	86656	1
1	2597	86683	1
0	2597	86689	1
1	2598	86715	1
0	2598	86722	1
1	2599	86747	1
0	2599	86756	1
1	2600	86779	1
0	2600	86789	1
1	2601	86811	1
0	2601	86822	1
1	2602	86843	1
0	2602	86856	1
1	2603	86875	1
0	2603	86889	1
1	2604	86907	1
0	2604	86922	1
1	2605	86939	1
0	2605	86956	1
1	2606	86971	1
0	2606	86989	1
1	2607	87003	1
0	2607	87022	1
1	2608	87051	1
0	2608	87056	1
1	2609	87083	1
0	2609	87089	1
1	2610	87115	1
0	2610	87122	1
1	2611	87147	1
0	2611	87156	1
1	2612	87179	1
0	2612	87189	1
1	2613	87211	1
0	2613	87222	1
1	2614	87244	1
0	2614	87256	1
1	2615	87275	1
0	2615	87289	1
1	2616	87307	1
0	2616	87323	1
1	2617	87339	1
0	2617	87356	1
1	2618	87371	1
0	2618	87389	1
1	2619	87403	1
0	2619	87423	1
1	2620	87451	1
0	2620	87456	1
1	2621	87483	1
0	2621	87489	1
1	2622	87515	1
0	2622	87523	1
1	2623	87547	1
0	2623	87556	1
1	2624	87579	1
0	2624	87589	1
1	2625	87611	1
0	2625	87623	1
1	2626	87643	1
0	2626	87656	1
1	2627	87675	1
0	2627	87689	1
1	2628	87707	1
0	2628	87723	1
1	2629	87739	1
0	2629	87756	1
1	2630	87771	1
0	2630	87790	1
1	2631	87803	1
0	2631	87823	1
1	2632	87851	1
0	2632	87856	1
1	2633	87883	1
0	2633	87890	1
1	2634	87915	1
0	2634	87923	1
1	2635	87947	1
0	2635	87956	1
1	2636	87979	1
0	2636	87990	1
1	2637	88013	1
0	2637	88024	1
1	2638	88043	1
0	2638	88056	1
1	2639	88075	1
0	2639	88090	1
1	2640	88107	1
0	2640	88123	1
1	2641	88139	1
0	2641	88156	1
1	2642	88171	1
0	2642	88190	1
1	2643	88203	1
0	2643	88223	1
1	2644	88251	1
0	2644	88256	1
1	2645	88283	1
0	2645	88290	1
1	2646	88315	1
0	2646	88323	1
1	2647	88347	1
0	2647	88357	1
1	2648	88379	1
0	2648	88390	1
1	2649	88411	1
0	2649	88423	1
1	2650	88443	1
0	2650	88457	1
1	2651	88475	1
0	2651	88490	1
1	2652	88507	1
0	2652	88523	1
1	2653	88539	1
0	2653	88557	1
1	2654	88571	1
0	2654	88590	1
1	2655	88603	1
0	2655	88623	1
1	2656	88651	1
0	2656	88657	1
1	2657	88683	1
0	2657	88690	1
1	2658	88715	1
0	2658	88724	1
1	2659	88747	1
0	2659	88757	1
1	2660	88779	1
0	2660	88790	1
1	2661	88811	1
0	2661	88824	1
1	2662	88843	1
0	2662	88857	1
1	2663	88875	1
0	2663	88890	1
1	2664	88907	1
0	2664	88924	1
1	2665	88939	1
0	2665	88957	1
1	2666	88971	1
0	2666	88990	1
1	2667	89003	1
0	2667	89024	1
1	2668	89051	1
0	2668	89057	1
1	2669	89083	1
0	2669	89090	1
1	2670	89115	1
0	2670	89124	1
1	2671	89147	1
0	2671	89157	1
1	2672	89179	1
0	2672	89190	1
1	2673	89211	1
0	2673	89224	1
1	2674	89243	1
0	2674	89257	1
1	2675	89275	1
0	2675	89290	1
1	2676	89307	1
0	2676	89324	1
1	2677	89339	1
0	2677	89357	1
1	2678	89371	1
0	2678	89390	1
1	2679	89419	1
0	2679	89424	1
1	2680	89451	1
0	2680	89457	1
1	2681	89483	1
0	2681	89490	1
1	2682	89515	1
0	2682	89524	1
1	2683	89549	1
0	2683	89579	1
1	2684	89583	1
0	2684	89590	1
1	2685	89611	1
0	2685	89624	1
1	2686	89643	1
0	2686	89657	1
1	2687	89675	1
0	2687	89691	1
1	2688	89707	1
0	2688	89724	1
1	2689	89739	1
0	2689	89757	1
1	2690	89771	1
0	2690	89791	1
1	2691	89819	1
0	2691	89828	1
1	2692	89851	1
0	2692	89857	1
1	2693	89884	1
0	2693	89891	1
1	2694	89915	1
0	2694	89924	1
1	2695	89947	1
0	2695	89957	1
1	2696	89979	1
0	2696	89991	1
1	2697	90011	1
0	2697	90024	1
1	2698	90043	1
0	2698	90057	1
1	2699	90075	1
0	2699	90091	1
1	2700	90107	1
0	2700	90124	1
1	2701	90139	1
0	2701	90157	1
1	2702	90171	1
0	2702	90191	1
1	2703	90219	1
0	2703	90224	1
1	2704	90251	1
0	2704	90261	1
1	2705	90283	1
0	2705	90291	1
1	2706	90315	1
0	2706	90324	1
1	2707	90347	1
0	2707	90358	1
1	2708	90379	1
0	2708	90391	1
1	2709	90411	1
0	2709	90424	1
1	2710	90443	1
0	2710	90458	1
1	2711	90475	1
0	2711	90491	1
1	2712	90507	1
0	2712	90524	1
1	2713	90539	1
0	2713	90558	1
1	2714	90571	1
0	2714	90591	1
1	2715	90619	1
0	2715	90624	1
1	2716	90651	1
0	2716	90658	1
1	2717	90683	1
0	2717	90691	1
1	2718	90715	1
0	2718	90724	1
1	2719	90747	1
0	2719	90758	1
1	2720	90779	1
0	2720	90791	1
1	2721	90811	1
0	2721	90825	1
1	2722	90843	1
0	2722	90858	1
1	2723	90875	1
0	2723	90891	1
1	2724	90907	1
0	2724	90925	1
1	2725	90939	1
0	2725	90958	1
1	2726	90971	1
0	2726	90991	1
1	2727	91019	1
0	2727	91025	1
1	2728	91051	1
0	2728	91058	1
1	2729	91083	1
0	2729	91091	1
1	2730	91115	1
0	2730	91125	1
1	2731	91147	1
0	2731	91158	1
1	2732	91179	1
0	2732	91191	1
1	2733	91211	1
0	2733	91225	1
1	2734	91243	1
0	2734	91258	1
1	2735	91275	1
0	2735	91291	1
1	2736	91307	1
0	2736	91325	1
1	2737	91339	1
0	2737	91358	1
1	2738	91371	1
0	2738	91391	1
1	2739	91420	1
0	2739	91425	1
1	2740	91451	1
0	2740	91458	1
1	2741	91483	1
0	2741	91491	1
1	2742	91515	1
0	2742	91525	1
1	2743	91547	1
0	2743	91558	1
1	2744	91579	1
0	2744	91592	1
1	2745	91611	1
0	2745	91625	1
1	2746	91643	1
0	2746	91658	1
1	2747	91675	1
0	2747	91692	1
1	2748	91707	1
0	2748	91725	1
1	2749	91739	1
0	2749	91758	1
1	2750	91771	1
0	2750	91792	1
1	2751	91819	1
0	2751	91825	1
1	2752	91851	1
0	2752	91858	1
1	2753	91883	1
0	2753	91892	1
1	2754	91915	1
0	2754	91925	1
1	2755	91947	1
0	2755	91958	1
1	2756	91979	1
0	2756	91992	1
1	2757	92011	1
0	2757	92025	1
1	2758	92043	1
0	2758	92058	1
1	2759	92075	1
0	2759	92092	1
1	2760	92107	1
0	2760	92125	1
1	2761	92139	1
0	2761	92159	1
1	2762	92171	1
0	2762	92192	1
1	2763	92219	1
0	2763	92225	1
1	2764	92251	1
0	2764	92259	1
1	2765	92283	1
0	2765	92292	1
1	2766	92315	1
0	2766	92325	1
1	2767	92347	1
0	2767	92359	1
1	2768	92379	1
0	2768	92392	1
1	2769	92411	1
0	2769	92425	1
1	2770	92443	1
0	2770	92459	1
1	2771	92475	1
0	2771	92492	1
1	2772	92507	1
0	2772	92525	1
1	2773	92539	1
0	2773	92559	1
1	2774	92571	1
0	2774	92592	1
1	2775	92619	1
0	2775	92625	1
1	2776	92651	1
0	2776	92659	1
1	2777	92683	1
0	2777	92692	1
1	2778	92715	1
0	2778	92726	1
1	2779	92747	1
0	2779	92759	1
1	2780	92779	1
0	2780	92792	1
1	2781	92811	1
0	2781	92826	1
1	2782	92843	1
0	2782	92859	1
1	2783	92875	1
0	2783	92892	1
1	2784	92907	1
0	2784	92926	1
1	2785	92939	1
0	2785	92959	1
1	2786	92971	1
0	2786	92992	1
1	2787	93019	1
0	2787	93026	1
1	2788	93051	1
0	2788	93059	1
1	2789	93083	1
0	2789	93092	1
1	2790	93115	1
0	2790	93126	1
1	2791	93147	1
0	2791	93159	1
1	2792	93179	1
0	2792	93192	1
1	2793	93211	1
0	2793	93226	1
1	2794	93243	1
0	2794	93259	1
1	2795	93275	1
0	2795	93292	1
1	2796	93307	1
0	2796	93326	1
1	2797	93339	1
0	2797	93359	1
1	2798	93387	1
0	2798	93393	1
1	2799	93419	1
0	2799	93426	1
1	2800	93451	1
0	2800	93459	1
1	2801	93483	1
0	2801	93493	1
1	2802	93515	1
0	2802	93526	1
1	2803	93547	1
0	2803	93559	1
1	2804	93579	1
0	2804	93593	1
1	2805	93611	1
0	2805	93626	1
1	2806	93643	1
0	2806	93659	1
1	2807	93675	1
0	2807	93693	1
1	2808	93707	1
0	2808	93726	1
1	2809	93739	1
0	2809	93759	1
1	2810	93787	1
0	2810	93793	1
1	2811	93819	1
0	2811	93826	1
1	2812	93851	1
0	2812	93859	1
1	2813	93883	1
0	2813	93893	1
1	2814	93915	1
0	2814	93926	1
1	2815	93947	1
0	2815	93960	1
1	2816	93979	1
0	2816	93993	1
1	2817	94011	1
0	2817	94026	1
1	2818	94043	1
0	2818	94060	1
1	2819	94075	1
0	2819	94093	1
1	2820	94107	1
0	2820	94126	1
1	2821	94139	1
0	2821	94160	1
1	2822	94187	1
0	2822	94193	1
1	2823	94219	1
0	2823	94226	1
1	2824	94251	1
0	2824	94260	1
1	2825	94283	1
0	2825	94293	1
1	2826	94315	1
0	2826	94326	1
1	2827	94347	1
0	2827	94360	1
1	2828	94379	1
0	2828	94393	1
1	2829	94411	1
0	2829	94426	1
1	2830	94443	1
0	2830	94460	1
1	2831	94475	1
0	2831	94493	1
1	2832	94507	1
0	2832	94527	1
1	2833	94539	1
0	2833	94560	1
1	2834	94588	1
0	2834	94593	1
1	2835	94619	1
0	2835	94627	1
1	2836	94651	1
0	2836	94660	1
1	2837	94683	1
0	2837	94693	1
1	2838	94715	1
0	2838	94727	1
1	2839	94747	1
0	2839	94760	1
1	2840	94779	1
0	2840	94793	1
1	2841	94811	1
0	2841	94827	1
1	2842	94843	1
0	2842	94860	1
1	2843	94875	1
0	2843	94893	1
1	2844	94907	1
0	2844	94927	1
1	2845	94939	1
0	2845	94960	1
1	2846	94987	1
0	2846	94993	1
1	2847	95019	1
0	2847	95030	1
1	2848	95052	1
0	2848	95060	1
1	2849	95083	1
0	2849	95093	1
1	2850	95115	1
0	2850	95127	2
1	2851	95147	2
0	2851	95160	1
1	2852	95222	1
0	2852	95198	1
1	2853	95222	1
0	2853	95228	1
1	2854	95244	1
0	2854	95260	1
1	2855	95275	1
0	2855	95294	1
1	2856	95307	1
0	2856	95327	1
1	2857	95339	1
0	2857	95360	1
1	2858	95387	1
0	2858	95394	1
1	2859	95419	1
0	2859	95427	1
1	2860	95451	1
0	2860	95460	1
1	2861	95483	1
0	2861	95494	1
1	2862	95515	1
0	2862	95527	1
1	2863	95547	1
0	2863	95560	1
1	2864	95579	1
0	2864	95594	1
1	2865	95613	1
0	2865	95628	1
1	2866	95643	1
0	2866	95660	1
1	2867	95675	1
0	2867	95694	1
1	2868	95707	1
0	2868	95727	1
1	2869	95739	1
0	2869	95761	1
1	2870	95787	1
0	2870	95794	1
1	2871	95819	1
0	2871	95827	1
1	2872	95851	1
0	2872	95861	1
1	2873	95883	1
0	2873	95894	1
1	2874	95915	1
0	2874	95927	1
1	2875	95947	1
0	2875	95961	1
1	2876	95979	1
0	2876	95994	1
1	2877	96011	1
0	2877	96027	1
1	2878	96043	1
0	2878	96061	1
1	2879	96075	1
0	2879	96094	1
1	2880	96107	1
0	2880	96127	1
1	2881	96139	1
0	2881	96161	1
1	2882	96187	1
0	2882	96194	1
1	2883	96219	1
0	2883	96228	1
1	2884	96251	1
0	2884	96261	1
1	2885	96283	1
0	2885	96294	1
1	2886	96315	1
0	2886	96327	1
1	2887	96347	1
0	2887	96361	1
1	2888	96379	1
0	2888	96394	1
1	2889	96411	1
0	2889	96428	1
1	2890	96443	1
0	2890	96461	1
1	2891	96475	1
0	2891	96494	1
1	2892	96507	1
0	2892	96528	1
1	2893	96539	1
0	2893	96561	1
1	2894	96587	1
0	2894	96594	1
1	2895	96619	1
0	2895	96628	1
1	2896	96651	1
0	2896	96661	1
1	2897	96683	1
0	2897	96694	1
1	2898	96715	1
0	2898	96728	1
1	2899	96748	1
0	2899	96762	1
1	2900	96779	1
0	2900	96794	1
1	2901	96811	1
0	2901	96828	1
1	2902	96843	1
0	2902	96861	1
1	2903	96875	1
0	2903	96895	1
1	2904	96907	1
0	2904	96928	1
1	2905	96939	1
0	2905	96961	1
1	2906	96987	1
0	2906	96995	1
1	2907	97019	1
0	2907	97028	1
1	2908	97051	1
0	2908	97061	1
1	2909	97083	1
0	2909	97095	1
1	2910	97115	1
0	2910	97128	1
1	2911	97147	1
0	2911	97161	1
1	2912	97179	1
0	2912	97195	1
1	2913	97211	1
0	2913	97228	1
1	2914	97243	1
0	2914	97261	1
1	2915	97276	1
0	2915	97295	1
1	2916	97307	1
0	2916	97328	1
1	2917	97355	1
0	2917	97365	1
1	2918	97388	1
0	2918	97395	1
1	2919	97419	1
0	2919	97428	1
1	2920	97451	1
0	2920	97461	1
1	2921	97483	1
0	2921	97495	1
1	2922	97515	1
0	2922	97528	1
1	2923	97547	1
0	2923	97562	1
1	2924	97579	1
0	2924	97595	1
1	2925	97611	1
0	2925	97628	1
1	2926	97643	1
0	2926	97662	1
1	2927	97675	1
0	2927	97695	1
1	2928	97707	1
0	2928	97728	1
1	2929	97755	1
0	2929	97762	1
1	2930	97787	1
0	2930	97795	1
1	2931	97819	1
0	2931	97828	1
1	2932	97851	1
0	2932	97862	1
1	2933	97883	1
0	2933	97895	1
