camNum	frameNum	sysClock	buffer
1	269	8923	1
0	269	8945	1
1	270	8955	1
0	270	8979	1
1	271	8990	1
0	271	9012	1
1	272	9020	1
0	272	9045	1
1	273	9051	1
0	273	9079	1
1	274	9084	1
0	274	9112	1
1	275	9115	1
0	275	9145	1
1	276	9147	1
1	277	9179	1
0	276	9179	1
1	278	9212	1
0	277	9212	1
0	278	9245	1
1	279	9244	1
0	279	9279	1
1	280	9291	1
0	280	9312	1
1	281	9323	1
0	281	9345	1
1	282	9355	1
0	282	9379	1
1	283	9387	1
0	283	9412	1
1	284	9422	1
0	284	9446	1
1	285	9452	1
0	285	9479	1
1	286	9483	1
0	286	9512	1
1	287	9515	1
0	287	9546	1
1	288	9548	1
1	289	9579	1
0	288	9579	1
1	290	9612	1
0	289	9612	1
0	290	9646	1
1	291	9643	1
0	291	9679	1
1	292	9691	1
0	292	9712	1
1	293	9723	1
0	293	9745	1
1	294	9755	1
0	294	9779	1
1	295	9787	1
0	295	9812	1
1	296	9819	1
0	296	9846	1
1	297	9851	1
0	297	9880	1
1	298	9884	1
0	298	9912	1
1	299	9915	1
0	299	9946	1
1	300	9947	1
1	301	9980	1
0	300	9980	1
1	302	10012	1
0	301	10012	1
0	302	10046	1
1	303	10043	1
0	303	10079	1
1	304	10091	1
0	304	10113	1
1	305	10123	1
0	305	10146	1
1	306	10155	1
0	306	10179	1
1	307	10187	1
0	307	10212	1
1	308	10219	1
0	308	10247	1
1	309	10252	1
0	309	10279	1
1	310	10283	1
0	310	10313	1
1	311	10315	1
0	311	10346	1
1	312	10347	1
1	313	10379	1
0	312	10379	1
1	314	10411	1
0	313	10413	1
0	314	10446	1
1	315	10443	1
0	315	10479	1
1	316	10491	1
0	316	10513	1
1	317	10523	1
0	317	10546	1
1	318	10555	1
0	318	10579	1
1	319	10587	1
0	319	10613	1
1	320	10619	1
0	320	10647	1
1	321	10652	1
0	321	10679	1
1	322	10683	1
0	322	10713	1
1	323	10715	1
1	324	10747	1
0	323	10746	1
1	325	10780	1
0	324	10780	1
0	325	10813	1
1	326	10811	1
0	326	10846	1
1	327	10859	1
0	327	10880	1
1	328	10891	1
0	328	10913	1
1	329	10923	1
0	329	10946	1
1	330	10955	1
0	330	10980	1
1	331	10987	1
0	331	11013	1
1	332	11019	1
0	332	11047	1
1	333	11051	1
0	333	11080	1
1	334	11083	1
0	334	11113	1
1	335	11115	1
1	336	11147	1
0	335	11146	1
1	337	11180	1
0	336	11180	1
0	337	11213	1
1	338	11211	1
0	338	11247	1
1	339	11259	1
0	339	11280	1
1	340	11291	1
0	340	11313	1
1	341	11323	1
0	341	11346	1
1	342	11355	1
0	342	11380	1
1	343	11387	1
0	343	11413	1
1	344	11419	1
0	344	11447	1
1	345	11451	1
0	345	11480	1
1	346	11483	1
0	346	11513	1
1	347	11515	1
1	348	11548	1
0	347	11547	1
1	349	11580	1
0	348	11580	1
0	349	11614	1
1	350	11611	1
0	350	11647	1
1	351	11659	1
0	351	11680	1
1	352	11691	1
0	352	11713	1
1	353	11723	1
0	353	11747	1
1	354	11755	1
0	354	11781	1
1	355	11788	1
0	355	11814	1
1	356	11819	1
0	356	11847	1
1	357	11851	1
0	357	11880	1
1	358	11883	1
0	358	11914	1
1	359	11915	1
1	360	11947	1
0	359	11947	3
1	361	11979	1
0	360	11980	2
1	362	12056	1
0	361	12014	1
0	362	12048	1
1	363	12061	1
0	363	12081	1
1	364	12092	1
0	364	12114	1
1	365	12123	1
0	365	12147	1
1	366	12155	1
0	366	12180	1
1	367	12187	1
0	367	12214	1
1	368	12219	1
0	368	12247	1
1	369	12251	1
0	369	12280	1
1	370	12283	1
0	370	12314	1
1	371	12315	1
1	372	12348	1
0	371	12347	1
1	373	12379	1
0	372	12381	1
0	373	12414	1
1	374	12411	1
0	374	12447	1
1	375	12459	1
0	375	12481	1
1	376	12491	1
0	376	12514	1
1	377	12523	1
0	377	12547	1
1	378	12555	1
0	378	12580	1
1	379	12587	1
0	379	12614	1
1	380	12619	1
0	380	12647	1
1	381	12651	1
0	381	12681	1
1	382	12683	1
0	382	12714	1
1	383	12715	1
1	384	12748	1
0	383	12748	1
1	385	12779	1
0	384	12781	1
0	385	12814	1
1	386	12811	1
0	386	12847	1
1	387	12859	1
0	387	12881	1
1	388	12891	1
0	388	12914	1
1	389	12923	1
0	389	12947	1
1	390	12955	1
0	390	12981	1
1	391	12987	1
0	391	13014	1
1	392	13019	1
0	392	13047	1
1	393	13051	1
0	393	13081	1
1	394	13083	1
1	395	13115	1
0	394	13114	1
1	396	13148	1
0	395	13148	1
1	397	13179	1
0	396	13181	1
0	397	13214	1
1	398	13212	1
0	398	13248	1
1	399	13262	1
0	399	13282	1
1	400	13292	1
0	400	13314	1
1	401	13323	1
0	401	13348	1
1	402	13355	1
0	402	13381	1
1	403	13387	1
0	403	13414	1
1	404	13419	1
0	404	13448	1
1	405	13451	1
0	405	13482	1
1	406	13484	1
1	407	13516	1
0	406	13514	1
1	408	13547	1
0	407	13548	1
1	409	13579	1
0	408	13581	1
0	409	13614	1
1	410	13611	1
0	410	13648	1
1	411	13659	1
0	411	13681	1
1	412	13691	1
0	412	13715	1
1	413	13723	1
0	413	13748	1
1	414	13755	1
0	414	13781	1
1	415	13787	1
0	415	13815	1
1	416	13819	1
0	416	13848	1
1	417	13851	1
0	417	13881	1
1	418	13883	1
1	419	13916	1
0	418	13915	1
1	420	13948	1
0	419	13948	1
1	421	13979	1
0	420	13982	1
0	421	14015	1
1	422	14011	1
0	422	14048	1
1	423	14059	1
0	423	14081	1
1	424	14091	1
0	424	14115	1
1	425	14123	1
0	425	14148	1
1	426	14155	1
0	426	14181	1
1	427	14187	1
0	427	14215	1
1	428	14219	1
0	428	14248	1
1	429	14251	1
0	429	14281	1
1	430	14284	1
1	431	14316	1
0	430	14315	1
1	432	14347	1
0	431	14348	1
1	433	14379	1
0	432	14381	1
0	433	14415	1
1	434	14411	1
0	434	14448	1
1	435	14459	1
0	435	14482	1
1	436	14491	1
0	436	14515	1
1	437	14523	1
0	437	14548	1
1	438	14555	1
0	438	14582	1
1	439	14587	1
0	439	14615	1
1	440	14619	1
0	440	14648	1
1	441	14651	1
0	441	14682	1
1	442	14684	1
1	443	14716	1
0	442	14715	1
1	444	14747	1
0	443	14748	1
0	444	14782	1
1	445	14779	1
0	445	14815	1
1	446	14827	1
0	446	14848	1
1	447	14859	1
0	447	14882	1
1	448	14891	1
0	448	14915	1
1	449	14923	1
0	449	14948	1
1	450	14955	1
0	450	14982	1
1	451	14987	1
0	451	15015	1
1	452	15019	1
0	452	15048	1
1	453	15051	1
0	453	15082	1
1	454	15083	1
1	455	15115	1
0	454	15115	1
1	456	15147	1
0	455	15149	1
0	456	15182	1
1	457	15180	2
0	457	15215	1
1	458	15227	1
0	458	15274	1
1	459	15259	1
0	459	15282	1
1	460	15291	1
0	460	15315	1
1	461	15323	1
0	461	15349	1
1	462	15355	1
0	462	15382	1
1	463	15387	1
0	463	15415	1
1	464	15419	1
0	464	15449	1
1	465	15452	1
1	466	15484	1
0	465	15482	1
1	467	15515	1
0	466	15515	1
1	468	15547	1
0	467	15549	1
0	468	15582	1
1	469	15579	1
0	469	15615	1
1	470	15627	1
0	470	15649	1
1	471	15659	1
0	471	15682	1
1	472	15691	1
0	472	15715	1
1	473	15723	1
0	473	15749	1
1	474	15755	1
0	474	15782	1
1	475	15787	1
0	475	15816	1
1	476	15819	1
0	476	15849	1
1	477	15851	1
1	478	15883	1
0	477	15882	1
1	479	15915	1
0	478	15916	1
1	480	15947	1
0	479	15949	1
0	480	15982	1
1	481	15979	1
0	481	16016	1
1	482	16027	1
0	482	16049	1
1	483	16059	1
0	483	16083	1
1	484	16091	1
0	484	16116	1
1	485	16123	1
0	485	16149	1
1	486	16155	1
0	486	16182	1
1	487	16187	1
0	487	16216	1
1	488	16219	1
0	488	16249	1
1	489	16252	1
1	490	16283	1
0	489	16283	1
1	491	16315	1
0	490	16316	1
1	492	16347	1
0	491	16349	1
0	492	16383	1
1	493	16379	1
0	493	16416	1
1	494	16427	1
0	494	16449	1
1	495	16459	1
0	495	16483	1
1	496	16491	1
0	496	16516	1
1	497	16523	1
0	497	16549	1
1	498	16555	1
0	498	16583	1
1	499	16587	1
0	499	16616	1
1	500	16619	1
0	500	16649	1
1	501	16651	1
1	502	16684	1
0	501	16683	1
1	503	16715	1
0	502	16716	1
1	504	16747	1
0	503	16749	1
0	504	16783	1
1	505	16779	1
0	505	16816	1
1	506	16827	1
0	506	16850	1
1	507	16859	1
0	507	16883	1
1	508	16891	1
0	508	16916	1
1	509	16923	1
0	509	16950	1
1	510	16955	1
0	510	16983	1
1	511	16987	1
0	511	17016	1
1	512	17019	1
0	512	17050	1
1	513	17051	1
1	514	17083	1
0	513	17083	1
1	515	17115	1
0	514	17116	2
1	516	17147	1
0	515	17150	2
0	516	17183	1
1	517	17218	1
0	517	17222	1
1	518	17227	1
0	518	17250	1
1	519	17259	1
0	519	17283	1
1	520	17292	1
0	520	17316	1
1	521	17323	1
0	521	17350	1
1	522	17355	1
0	522	17383	1
1	523	17387	1
0	523	17417	1
1	524	17419	1
0	524	17450	1
1	525	17451	1
1	526	17483	1
0	525	17483	1
1	527	17515	1
0	526	17517	3
1	528	17547	1
0	527	17550	2
0	528	17588	1
1	529	17617	1
0	529	17617	1
1	530	17627	1
0	530	17650	1
1	531	17659	1
0	531	17683	1
1	532	17692	1
0	532	17717	1
1	533	17723	1
0	533	17750	1
1	534	17756	1
0	534	17783	1
1	535	17787	1
0	535	17817	1
1	536	17820	1
1	537	17851	1
0	536	17850	1
1	538	17883	1
0	537	17884	1
1	539	17915	1
0	538	17917	1
1	540	17947	1
0	539	17950	1
0	540	17984	1
1	541	17979	1
0	541	18017	1
1	542	18027	1
0	542	18050	1
1	543	18059	1
0	543	18084	1
1	544	18091	1
0	544	18117	1
1	545	18123	1
0	545	18150	1
1	546	18155	1
0	546	18184	1
1	547	18188	1
0	547	18217	1
1	548	18220	1
1	549	18251	1
0	548	18250	1
1	550	18283	1
0	549	18284	1
1	551	18315	1
0	550	18317	1
1	552	18347	1
0	551	18350	1
0	552	18384	1
1	553	18380	1
0	553	18417	1
1	554	18427	1
0	554	18450	1
1	555	18459	1
0	555	18484	1
1	556	18491	1
0	556	18517	1
1	557	18523	1
0	557	18550	1
1	558	18556	1
0	558	18584	1
1	559	18587	1
0	559	18617	1
1	560	18619	1
1	561	18651	1
0	560	18651	1
1	562	18683	1
0	561	18684	1
1	563	18715	1
0	562	18717	1
0	563	18751	1
1	564	18747	1
0	564	18784	1
1	565	18795	1
0	565	18817	1
1	566	18827	1
0	566	18851	1
1	567	18859	1
0	567	18884	1
1	568	18891	1
0	568	18918	1
1	569	18924	1
0	569	18951	1
1	570	18955	1
0	570	18984	1
1	571	18988	1
0	571	19017	1
1	572	19019	1
1	573	19051	1
0	572	19051	1
1	574	19083	1
0	573	19084	1
1	575	19115	1
0	574	19117	1
0	575	19151	1
1	576	19147	1
0	576	19184	1
1	577	19198	1
0	577	19222	1
1	578	19227	1
0	578	19251	1
1	579	19259	1
0	579	19284	1
1	580	19291	1
0	580	19318	1
1	581	19323	1
0	581	19351	1
1	582	19355	1
0	582	19384	1
1	583	19387	1
0	583	19418	1
1	584	19419	1
1	585	19451	1
0	584	19451	1
1	586	19483	1
0	585	19484	1
1	587	19515	1
0	586	19518	1
0	587	19551	1
1	588	19547	1
0	588	19584	1
1	589	19595	1
0	589	19618	1
1	590	19627	1
0	590	19651	1
1	591	19659	1
0	591	19684	1
1	592	19691	1
0	592	19718	1
1	593	19723	1
0	593	19751	1
1	594	19755	1
0	594	19784	1
1	595	19788	1
0	595	19818	1
1	596	19819	1
1	597	19851	1
0	596	19851	1
1	598	19883	1
0	597	19885	1
1	599	19915	1
0	598	19918	1
0	599	19951	1
1	600	19947	1
0	600	19985	1
1	601	19995	1
0	601	20018	1
1	602	20027	1
0	602	20051	1
1	603	20059	1
0	603	20085	1
1	604	20091	1
0	604	20118	1
1	605	20123	1
0	605	20151	1
1	606	20155	1
0	606	20185	1
1	607	20187	1
1	608	20219	1
0	607	20218	1
1	609	20251	1
0	608	20251	1
1	610	20283	1
0	609	20285	1
1	611	20315	1
0	610	20318	1
0	611	20351	1
1	612	20347	2
0	612	20385	1
1	613	20398	1
0	613	20445	1
1	614	20427	1
0	614	20452	1
1	615	20459	1
0	615	20485	1
1	616	20491	1
0	616	20518	1
1	617	20523	1
0	617	20552	1
1	618	20556	1
0	618	20585	1
1	619	20587	1
1	620	20619	1
0	619	20618	1
1	621	20651	1
0	620	20652	1
1	622	20683	1
0	621	20685	1
1	623	20715	1
0	622	20718	1
0	623	20752	1
1	624	20747	1
0	624	20785	1
1	625	20795	1
0	625	20818	1
1	626	20827	1
0	626	20852	1
1	627	20859	1
0	627	20885	1
1	628	20891	1
0	628	20918	1
1	629	20923	1
0	629	20952	1
1	630	20955	1
0	630	20985	1
1	631	20987	1
1	632	21019	1
0	631	21019	1
1	633	21051	1
0	632	21052	1
1	634	21083	1
0	633	21085	1
1	635	21115	1
0	634	21119	1
0	635	21152	1
1	636	21147	1
0	636	21185	1
1	637	21195	1
0	637	21219	1
1	638	21227	1
0	638	21252	1
1	639	21259	1
0	639	21285	1
1	640	21292	1
0	640	21319	1
1	641	21324	1
0	641	21352	1
1	642	21355	1
0	642	21385	1
1	643	21387	1
1	644	21419	1
0	643	21419	1
1	645	21451	1
0	644	21452	1
1	646	21483	1
0	645	21485	1
1	647	21515	1
0	646	21519	1
0	647	21552	1
1	648	21547	1
0	648	21586	1
1	649	21595	1
0	649	21627	1
1	650	21628	1
0	650	21652	1
1	651	21659	1
0	651	21686	1
1	652	21691	1
0	652	21719	1
1	653	21723	1
0	653	21752	1
1	654	21755	1
0	654	21786	1
1	655	21787	1
1	656	21819	1
0	655	21819	1
1	657	21851	1
0	656	21852	1
1	658	21883	1
0	657	21886	1
1	659	21915	1
0	658	21919	1
0	659	21952	1
1	660	21947	1
0	660	21986	1
1	661	21995	1
0	661	22019	1
1	662	22027	1
0	662	22052	1
1	663	22059	1
0	663	22086	1
1	664	22092	1
0	664	22119	1
1	665	22123	1
0	665	22152	1
1	666	22155	1
0	666	22186	1
1	667	22187	1
1	668	22219	1
0	667	22219	1
1	669	22251	1
0	668	22253	1
1	670	22283	1
0	669	22286	1
1	671	22315	1
0	670	22319	1
0	671	22353	1
1	672	22347	1
0	672	22386	1
1	673	22395	1
0	673	22419	1
1	674	22427	1
0	674	22453	1
1	675	22459	1
0	675	22486	1
1	676	22491	1
0	676	22519	1
1	677	22524	1
0	677	22553	1
1	678	22555	1
0	678	22586	1
1	679	22587	1
1	680	22620	1
0	679	22620	1
1	681	22651	1
0	680	22653	1
1	682	22683	1
0	681	22686	1
0	682	22720	1
1	683	22715	1
0	683	22753	1
1	684	22763	1
0	684	22786	1
1	685	22795	1
0	685	22820	1
1	686	22827	1
0	686	22853	1
1	687	22859	1
0	687	22887	1
1	688	22892	1
0	688	22920	1
1	689	22923	1
0	689	22953	1
1	690	22955	1
1	691	22987	1
0	690	22986	1
1	692	23019	1
0	691	23020	1
1	693	23051	1
0	692	23053	1
1	694	23083	1
0	693	23086	1
0	694	23120	1
1	695	23115	1
0	695	23153	1
1	696	23163	1
0	696	23186	1
1	697	23195	2
0	697	23220	1
1	698	23227	1
0	698	23280	1
1	699	23261	1
0	699	23287	1
1	700	23292	1
0	700	23320	1
1	701	23323	1
0	701	23353	1
1	702	23355	1
1	703	23387	1
0	702	23387	1
1	704	23419	1
0	703	23420	1
1	705	23451	1
0	704	23453	1
1	706	23483	1
0	705	23487	1
0	706	23520	1
1	707	23515	1
0	707	23553	1
1	708	23563	1
0	708	23587	1
1	709	23595	1
0	709	23620	1
1	710	23627	1
0	710	23653	1
1	711	23659	1
0	711	23688	1
1	712	23692	1
0	712	23720	1
1	713	23723	1
0	713	23753	1
1	714	23755	1
1	715	23787	1
0	714	23787	1
1	716	23819	1
0	715	23820	1
1	717	23851	1
0	716	23854	1
1	718	23883	1
0	717	23887	1
0	718	23920	1
1	719	23915	1
0	719	23953	1
1	720	23965	1
0	720	23988	1
1	721	23995	1
0	721	24021	1
1	722	24028	1
0	722	24054	1
1	723	24060	1
0	723	24087	1
1	724	24091	1
0	724	24120	1
1	725	24123	1
0	725	24154	1
1	726	24155	1
1	727	24187	1
0	726	24187	1
1	728	24219	1
0	727	24220	1
1	729	24251	1
0	728	24254	1
1	730	24283	1
0	729	24287	1
0	730	24320	1
1	731	24315	1
0	731	24354	1
1	732	24363	1
0	732	24387	1
1	733	24395	1
0	733	24420	1
1	734	24427	1
0	734	24454	1
1	735	24459	1
0	735	24487	1
1	736	24491	1
0	736	24520	1
1	737	24523	1
0	737	24554	1
1	738	24555	1
1	739	24587	1
0	738	24587	1
1	740	24619	1
0	739	24621	1
1	741	24651	1
0	740	24654	1
1	742	24683	1
0	741	24687	1
0	742	24721	1
1	743	24715	1
0	743	24754	1
1	744	24763	1
0	744	24787	1
1	745	24795	1
0	745	24821	1
1	746	24827	1
0	746	24854	1
1	747	24859	1
0	747	24887	1
1	748	24891	1
0	748	24921	1
1	749	24923	1
1	750	24955	1
0	749	24954	1
1	751	24987	1
0	750	24988	1
1	752	25019	1
0	751	25021	1
1	753	25051	1
0	752	25054	1
1	754	25083	1
0	753	25087	1
0	754	25121	1
1	755	25115	1
0	755	25154	1
1	756	25163	1
0	756	25188	1
1	757	25198	1
0	757	25222	1
1	758	25228	1
0	758	25254	1
1	759	25259	1
0	759	25288	1
1	760	25291	1
0	760	25321	1
1	761	25323	1
1	762	25355	1
0	761	25354	1
1	763	25387	1
0	762	25388	1
1	764	25419	1
0	763	25421	1
1	765	25451	1
0	764	25458	1
1	766	25484	1
0	765	25489	1
0	766	25521	1
1	767	25515	1
0	767	25554	1
1	768	25563	1
0	768	25588	1
1	769	25595	1
0	769	25621	1
1	770	25627	1
0	770	25655	1
1	771	25659	1
0	771	25688	1
1	772	25691	1
0	772	25721	1
1	773	25723	1
1	774	25755	1
0	773	25755	1
1	775	25787	1
0	774	25788	1
1	776	25819	1
0	775	25821	1
1	777	25851	1
0	776	25855	1
1	778	25883	1
0	777	25888	1
